Timestamp,Station,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
01-01-2021,Bandra_kurla_complex_mumbai,194.99,228.7,25.18,66.39,54.87,82.89,9.81,0.91,19.69
02-01-2021,Bandra_kurla_complex_mumbai,144.54,212.47,9.38,32.35,40.42,65.53,2.74,0.54,10.05
03-01-2021,Bandra_kurla_complex_mumbai,103.21,187.71,12.14,32.05,41.81,65.05,4.87,0.72,17.17
04-01-2021,Bandra_kurla_complex_mumbai,123.1,232.74,9.47,35.67,45.11,69.06,2.55,0.6,7.38
05-01-2021,Bandra_kurla_complex_mumbai,99.01,192.77,8.02,38.28,46.19,69.13,1.39,0.41,6.76
06-01-2021,Bandra_kurla_complex_mumbai,132.74,283.81,12.84,76.89,50.77,74.74,6.23,0.58,4.88
07-01-2021,Bandra_kurla_complex_mumbai,150.15,335.87,20.42,33.34,53.44,77.93,1.2,0.54,2.96
08-01-2021,Bandra_kurla_complex_mumbai,189.66,368.61,19.4,29.78,49.15,71.7,0.74,0.42,3
09-01-2021,Bandra_kurla_complex_mumbai,177.42,353.35,19.77,31.59,50.91,72.33,1.68,0.44,3.13
10-01-2021,Bandra_kurla_complex_mumbai,164.8,340.69,28.15,54.12,50.88,75.06,4.47,0.45,3.31
11-01-2021,Bandra_kurla_complex_mumbai,138.74,313.75,20.52,28.24,48.48,73.64,2.44,0.22,3.31
12-01-2021,Bandra_kurla_complex_mumbai,130.83,303.27,26.62,59.56,52.79,77.69,8.17,0.21,6.86
13-01-2021,Bandra_kurla_complex_mumbai,111.38,293.38,28.27,35.44,62.18,85.86,2.89,0.08,3.35
14-01-2021,Bandra_kurla_complex_mumbai,86.45,247.06,10.97,34.08,44.86,69.28,2.27,0.59,3.45
15-01-2021,Bandra_kurla_complex_mumbai,73.57,202.43,7.02,65.54,40.19,64.76,8.41,0.66,7.05
16-01-2021,Bandra_kurla_complex_mumbai,60.86,174.86,7.69,72.1,45.22,70.08,3.81,0.66,3.08
17-01-2021,Bandra_kurla_complex_mumbai,88.00284091,244.3944318,9.21,33.62,42.53,70.12,4.4,0.45,2.66
18-01-2021,Bandra_kurla_complex_mumbai,60.62,175.28,19.69,61.85,48.09,79.74,3.61,0.52,2.63
19-01-2021,Bandra_kurla_complex_mumbai,67.83,280.68,37.65,33.65,71.66,93.29,3.09,1.21,4.58
20-01-2021,Bandra_kurla_complex_mumbai,101.35,242.94,54.51,24.81,68.54,87.23,2.16,1.43,2.32
21-01-2021,Bandra_kurla_complex_mumbai,107.22,217.81,36.13,26.89,63.02,77.86,2.42,1.11,2.22
22-01-2021,Bandra_kurla_complex_mumbai,68.51,259.39,30.45888889,40.67730159,54.33142857,71.62920635,3.63,1.46,7.23
23-01-2021,Bandra_kurla_complex_mumbai,126.78,243.55,30.45888889,40.67730159,54.33142857,71.62920635,1.53,1.04,12.07
24-01-2021,Bandra_kurla_complex_mumbai,96.36,184.78,30.45888889,40.67730159,54.33142857,71.62920635,3,0.68,8.93
25-01-2021,Bandra_kurla_complex_mumbai,51.49,237.32,30.45888889,40.67730159,54.33142857,71.62920635,1.27,0.71,6.84
26-01-2021,Bandra_kurla_complex_mumbai,46.26,211.5,30.45888889,40.67730159,54.33142857,71.62920635,1.31,0.49,25.38
27-01-2021,Bandra_kurla_complex_mumbai,114.6,216.76,30.45888889,40.67730159,54.33142857,71.62920635,1.76,0.67,7.85
28-01-2021,Bandra_kurla_complex_mumbai,115.26,218.4,30.45888889,40.67730159,54.33142857,71.62920635,1.8,0.5,9.91
29-01-2021,Bandra_kurla_complex_mumbai,63.24,233.23,30.45888889,40.67730159,54.33142857,71.62920635,1.39,0.47,9.57
30-01-2021,Bandra_kurla_complex_mumbai,106.03,202.01,30.45888889,40.67730159,54.33142857,71.62920635,3.61,0.71,11.87
31-01-2021,Bandra_kurla_complex_mumbai,117.43,224.73,30.45888889,40.67730159,54.33142857,71.62920635,6.43,0.56,9.66
01-02-2021,Bandra_kurla_complex_mumbai,103.38,200.47,30.45888889,40.67730159,54.33142857,71.62920635,2.09,0.16,7.03
02-02-2021,Bandra_kurla_complex_mumbai,93.75,185.63,30.45888889,40.67730159,54.33142857,71.62920635,2.34,0.07,7.1
03-02-2021,Bandra_kurla_complex_mumbai,116.78,221.72,30.45888889,40.67730159,54.33142857,71.62920635,6,0.15,8.43
04-02-2021,Bandra_kurla_complex_mumbai,117.77,224.47,30.45888889,40.67730159,54.33142857,71.62920635,1.96,0.58,7.26
05-02-2021,Bandra_kurla_complex_mumbai,90.12,172.61,30.45888889,40.67730159,54.33142857,71.62920635,1.33,1.34,8.73
06-02-2021,Bandra_kurla_complex_mumbai,108.58,210.67,30.45888889,40.67730159,54.33142857,71.62920635,4.08,1.47,12.55
07-02-2021,Bandra_kurla_complex_mumbai,73.41,147.38,30.45888889,40.67730159,54.33142857,71.62920635,5.81,0.78,34.68
08-02-2021,Bandra_kurla_complex_mumbai,82.77,167.77,30.45888889,40.67730159,54.33142857,71.62920635,1.75,0.71,8.58
09-02-2021,Bandra_kurla_complex_mumbai,106.84,189.1,30.45888889,40.67730159,54.33142857,71.62920635,5.43,0.98,24.6
10-02-2021,Bandra_kurla_complex_mumbai,129.44,239.15,30.45888889,40.67730159,54.33142857,71.62920635,5.66,1.56,20.51
11-02-2021,Bandra_kurla_complex_mumbai,217.02,370.59,30.45888889,40.67730159,54.33142857,71.62920635,6.15,1.55,20.3
12-02-2021,Bandra_kurla_complex_mumbai,126.95,237.38,30.45888889,40.67730159,54.33142857,71.62920635,3.33,1.06,17.72
13-02-2021,Bandra_kurla_complex_mumbai,98.54,182.46,30.45888889,40.67730159,54.33142857,71.62920635,5.21,0.28,10.68
14-02-2021,Bandra_kurla_complex_mumbai,72.27,131.45,30.45888889,40.67730159,54.33142857,71.62920635,4.09,0.23,6.88
15-02-2021,Bandra_kurla_complex_mumbai,56.44,104.24,30.45888889,40.67730159,54.33142857,71.62920635,1.69,0.23,10.12
16-02-2021,Bandra_kurla_complex_mumbai,68.75,122.42,30.45888889,40.67730159,54.33142857,71.62920635,5.01,0.19,6.81
17-02-2021,Bandra_kurla_complex_mumbai,70.15,194.89,9.9,27.01,35.3,64.54,1.82,0.09,5.09
18-02-2021,Bandra_kurla_complex_mumbai,72.12,352.67,25.98,53.1,47.85,72.71,3.94,0.24,18.22
19-02-2021,Bandra_kurla_complex_mumbai,66.79,198.51,16.91,47.84,41.29,61.02,6.44,0.44,8.31
20-02-2021,Bandra_kurla_complex_mumbai,72.12,248.79,31.5,56.26,54.51,73.33,6.77,0.91,10.49
21-02-2021,Bandra_kurla_complex_mumbai,72.12,214.14,17.76,26.79,44.45,61.86,2.75,0.89,10.72
22-02-2021,Bandra_kurla_complex_mumbai,71.99,212.42,25.43,50.33,46.53,63.43,6.36,2.02,24.89
23-02-2021,Bandra_kurla_complex_mumbai,77.76,294.94,28.31,55.51,56.52,73.74,11.93,2.04,17.73
24-02-2021,Bandra_kurla_complex_mumbai,72.21,361.58,46.48,36.26,72.75,92.1,11.31,2.75,23.86
25-02-2021,Bandra_kurla_complex_mumbai,72.12,293.57,37.6,57.82,67.79,84.39,4.54,1.79,6.52
26-02-2021,Bandra_kurla_complex_mumbai,54.97,205.16,11.73,30.1,41.62,59.8,3.58,1.29,6.18
27-02-2021,Bandra_kurla_complex_mumbai,70.26,184.83,5.73,47.92,29.77,49.14,18.21,1.59,19.13
28-02-2021,Bandra_kurla_complex_mumbai,88.00284091,244.3944318,30.45888889,40.67730159,54.33142857,71.62920635,6.402808989,0.672359551,12.87573034
01-03-2021,Bandra_kurla_complex_mumbai,75.78,271.79,44.21,40.07,84.18,106.91,1.94,1.07,15.98
02-03-2021,Bandra_kurla_complex_mumbai,63.68,309.52,57.2,29.24,85.01,105.65,6.48,0.56,9.72
03-03-2021,Bandra_kurla_complex_mumbai,68.94,280.03,42.48,69.55,70.47,85.72,9.68,0.41,37.3
04-03-2021,Bandra_kurla_complex_mumbai,74.18,297.18,44.13,35.81,70.17,84.72,6.3,0.4,26.83
05-03-2021,Bandra_kurla_complex_mumbai,91.44,365.8,36.01,48.05,62.91,80.54,10.23,0.57,20.91
06-03-2021,Bandra_kurla_complex_mumbai,64.94,277.77,11.86,15.34,27.07,45.5,1.2,0.31,6.15
07-03-2021,Bandra_kurla_complex_mumbai,51.28,269.01,46.84,35.63,58.63,75.71,2.76,0.63,9.11
08-03-2021,Bandra_kurla_complex_mumbai,53.69,230.38,63.88,55.52,80.13,93.94,12.11,0.7,6
09-03-2021,Bandra_kurla_complex_mumbai,57.54,270.03,50.68,28.74,68.31,81.75,9.1,0.65,14.93
10-03-2021,Bandra_kurla_complex_mumbai,58.05,232.85,41.25,27.27,60.17,74.75,5.04,0.37,6.31
11-03-2021,Bandra_kurla_complex_mumbai,45.51,202.62,19.96,21.08,40.95,53.31,3.93,0.15,5.46
12-03-2021,Bandra_kurla_complex_mumbai,54.84,219.02,47.62,41.6,60.04,70.35,8.65,0.26,6.63
13-03-2021,Bandra_kurla_complex_mumbai,76.08,279.56,35.95,53.55,56.75,65.76,12.36,0.15,31.52
14-03-2021,Bandra_kurla_complex_mumbai,67.87,255.33,31.17,51.39,52.78,60.71,13.3,0.16,31.62
15-03-2021,Bandra_kurla_complex_mumbai,63.17,296.44,66.54,52.29,82.01,90.81,7.98,0.49,23
16-03-2021,Bandra_kurla_complex_mumbai,61.5,272.58,63.62,47.98,77.57,86.28,7.18,0.19,4.25
17-03-2021,Bandra_kurla_complex_mumbai,65.34,268.66,34.74,26.17,60.16,69.49,5.86,0.11,7.28
18-03-2021,Bandra_kurla_complex_mumbai,56.43,227.04,34.88,45.96,52,61.28,24.1,0.03,12.56
19-03-2021,Bandra_kurla_complex_mumbai,66.88,285.11,44.23,43.32,58.94,68.32,12.41,0.05,9.93
20-03-2021,Bandra_kurla_complex_mumbai,75.13,288.67,17.85,18.71,36.53,45.26,20.8,0.08,5.06
21-03-2021,Bandra_kurla_complex_mumbai,72.47,249.38,12.89,28.66,25.25,35.68,19.71,0.02,19.22
22-03-2021,Bandra_kurla_complex_mumbai,68.8,229.37,29.71,34.59,41.8,50.76,12.8,0.12,11
23-03-2021,Bandra_kurla_complex_mumbai,81.48,272,53.89,25.3,68.39,78.09,10.69,0.87,14.57
24-03-2021,Bandra_kurla_complex_mumbai,77.93,291.27,39.27,60.24,62.85,71.32,10.74,1.62,17.21
25-03-2021,Bandra_kurla_complex_mumbai,62.96,286.37,70.45,52.81,98.08,105.27,11.16,1.44,20.06
26-03-2021,Bandra_kurla_complex_mumbai,66.24,300.79,65.58,50.76,79.99,87.8,14.66,1.03,39.46
27-03-2021,Bandra_kurla_complex_mumbai,67.91,309.33,69.85,53.61,84.19,92.4,19.81,1.02,42.96
28-03-2021,Bandra_kurla_complex_mumbai,64.77,249.79,27.13,16.39,42.99,55.44,6.38,0.79,19.53
29-03-2021,Bandra_kurla_complex_mumbai,54.73,279.76,6.18,6.16,11.01,18.78,15.24,0.02,38.27
30-03-2021,Bandra_kurla_complex_mumbai,30.67,180.66,7.62,22.76,18.16,29.91,8.8,0,24.15
31-03-2021,Bandra_kurla_complex_mumbai,44.17,169.74,20.86,28.94,35.9,51.4,13.79,0.14,16.69
01-04-2021,Bandra_kurla_complex_mumbai,22.77,47.93,8.17,17.51,15.54,27.23,5.08,0.12,9.89
02-04-2021,Bandra_kurla_complex_mumbai,27.82,59.52,7.6,10.65,14.63,27.45,3.57,0.05,10.61
03-04-2021,Bandra_kurla_complex_mumbai,48.04,90.36,5.17,8.47,11.39,24.18,3.51,0.03,11.22
04-04-2021,Bandra_kurla_complex_mumbai,56.52,103.9,13.9,13.42,18.01,26.62,10.34,0.07,23.52
05-04-2021,Bandra_kurla_complex_mumbai,53.82,99.81,22.51,23.6,30.36,38.87,11.11,0.23,21.89
06-04-2021,Bandra_kurla_complex_mumbai,50.14,144.5,34.77,30.99,45.72,54.25,8.93,0.33,11.75
07-04-2021,Bandra_kurla_complex_mumbai,34.97,150.79,5.34443038,5.702911392,7.279873418,7.376962025,13.14,0.24,10.63
08-04-2021,Bandra_kurla_complex_mumbai,38.87,145.33,5.34443038,5.702911392,7.279873418,7.376962025,18.22,0.04,21.47
09-04-2021,Bandra_kurla_complex_mumbai,44.52,166.88,5.34443038,5.702911392,7.279873418,7.376962025,16.86,0.1,27.45
10-04-2021,Bandra_kurla_complex_mumbai,53.98,199.75,5.34443038,5.702911392,7.279873418,7.376962025,11.79,0.01,19.67
11-04-2021,Bandra_kurla_complex_mumbai,46.77,181.36,5.34443038,5.702911392,7.279873418,7.376962025,19.54,0.01,19.46
12-04-2021,Bandra_kurla_complex_mumbai,43.03,184.49,3.74,5.91,4.95,4.09,11.93,0.23,24.48
13-04-2021,Bandra_kurla_complex_mumbai,37.63,149.88,2.79,6.25,5.47,3.87,14.84,0.04,27.4
14-04-2021,Bandra_kurla_complex_mumbai,35.58,124.93,2.33,6.32,5.42,3.64,5.62,0.03,45.95
15-04-2021,Bandra_kurla_complex_mumbai,41.24,124.55,2.46,5.65,5.51,3.62,13.67,0.03,34.76
16-04-2021,Bandra_kurla_complex_mumbai,31.32,108.96,1.96,3.31,5.12,3.51,5.33,0.13,21.5
17-04-2021,Bandra_kurla_complex_mumbai,30.51,113.28,2.5,3.1,5.33,4.06,11.08,0.14,21.78
18-04-2021,Bandra_kurla_complex_mumbai,39.74,127.86,2.45,5.83,5.53,3.84,5.36,0.08,39.83
19-04-2021,Bandra_kurla_complex_mumbai,22.1,58.69,1.45,2.86,4.6,3.02,5.1,0,28.39
20-04-2021,Bandra_kurla_complex_mumbai,14.39,23.49,2.01,5.65,5.13,3.27,14.65,0.01,22.54
21-04-2021,Bandra_kurla_complex_mumbai,14.46,24.43,1.82,5.66,5.1,3.31,10.17,0.04,19.78
22-04-2021,Bandra_kurla_complex_mumbai,18.87,32.44,2.06,5.43,5.03,3.15,14.02,0.08,22.41
23-04-2021,Bandra_kurla_complex_mumbai,30.22,26.95,1.82,3.1,5.37,3.79,3.39,0.01,13.57
24-04-2021,Bandra_kurla_complex_mumbai,25.54,26.4,2.22,5.55,5.13,3.46,10.4,0.36,23.85
25-04-2021,Bandra_kurla_complex_mumbai,6.03,11.01,2.24,5.74,5.17,3.39,2.74,0.71,33.4
26-04-2021,Bandra_kurla_complex_mumbai,15.07,17.59,2.47,3.07,5.37,3.67,6.25,0.37,47.11
27-04-2021,Bandra_kurla_complex_mumbai,38.18,33.37,4.25,3.42,5.34,4.7,7.84,0.2,41.89
28-04-2021,Bandra_kurla_complex_mumbai,13.19,22.34,4.44,2.78,5.72,4.98,6.29,0.43,27
29-04-2021,Bandra_kurla_complex_mumbai,16.45,25.03,6.26,5.87,7.98,6.86,13.55,0.37,21.75
30-04-2021,Bandra_kurla_complex_mumbai,34.32,46.33,5.31,3.14,6.41,6.24,12.54,0.22,18.34
01-05-2021,Bandra_kurla_complex_mumbai,27.86,39.13,3.01,3.37,4.86,4.15,11.7,0.26,31.72
02-05-2021,Bandra_kurla_complex_mumbai,28.49,41.85,3.21,3.24,5.68,4.66,3.89,0.15,16.16
03-05-2021,Bandra_kurla_complex_mumbai,17.71,29.85,3.12,3.42,5.83,4.94,6.46,0.32,21.68
04-05-2021,Bandra_kurla_complex_mumbai,28.96,77.82,3.82,3.1,6.52,5.79,6.52,0.2,16.48
05-05-2021,Bandra_kurla_complex_mumbai,29.26,111.46,5.04,3.1,6.42,5.74,10.84,1.67,25.18
06-05-2021,Bandra_kurla_complex_mumbai,29.47,106.86,7.13,6.75,7.74,7.45,11.34,1.2,23.66
07-05-2021,Bandra_kurla_complex_mumbai,29.84,104.68,6.59,6.35,7.32,6.91,13.52,1.24,24.38
08-05-2021,Bandra_kurla_complex_mumbai,28.77,92.67,5.47,5.52,6.43,6.47,4.67,1.25,25.55
09-05-2021,Bandra_kurla_complex_mumbai,24.02,83.6,3.74,5.95,6.5,5.76,2.92,1.13,11
10-05-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
11-05-2021,Bandra_kurla_complex_mumbai,25.7,91.75,4.35,2,5.57,6.25,2.93,0.99,9.39
12-05-2021,Bandra_kurla_complex_mumbai,20.14,72.05,4.88,3.36,7.12,6.54,10.22,0.88,19.1
13-05-2021,Bandra_kurla_complex_mumbai,21.15,75.23,5.35,5.62,6.18,5.43,10.17,0.67,12.85
14-05-2021,Bandra_kurla_complex_mumbai,24.09,95.99,5.7,6.33,7,6.83,10.89,0.89,27.45
15-05-2021,Bandra_kurla_complex_mumbai,48.42,154.79,3.08,3.32,4.77,3.7,8.26,1.16,32.73
16-05-2021,Bandra_kurla_complex_mumbai,15.96,109.13,5.29,6.32,6.62,6.02,7.54,0.65,34.73
17-05-2021,Bandra_kurla_complex_mumbai,28.97,65.92,5.45,5.96,6.42,5.93,4.27,0.32,31.22
18-05-2021,Bandra_kurla_complex_mumbai,27.58,65.43,6,5.69,7.07,6.78,4.89,1.4,26.88
19-05-2021,Bandra_kurla_complex_mumbai,22.11,71.45,5.54,3.57,7.32,7.86,2.32,0.84,16.29
20-05-2021,Bandra_kurla_complex_mumbai,33.78,156.82,8.18,6.03,9.17,9.51,10.25,0.01,23.53
21-05-2021,Bandra_kurla_complex_mumbai,35.35,161.98,6,5.95,6.84,6.63,7.06,0.01,18.43
22-05-2021,Bandra_kurla_complex_mumbai,28.58,131.97,5.65,6.13,7.08,7.21,6.93,0,22.9
23-05-2021,Bandra_kurla_complex_mumbai,27.16,118.74,6.76,5.9,7.28,7.29,5.6,0,25.52
24-05-2021,Bandra_kurla_complex_mumbai,27.04,116.96,6.07,5.57,6.57,6.7,6.76,0,20.48
25-05-2021,Bandra_kurla_complex_mumbai,27.42,113.68,4.72,5.74,5.75,5.34,7.21,0,24.31
26-05-2021,Bandra_kurla_complex_mumbai,23.73,91.89,4.05,3.03,6.25,5.85,8.05,0,13.03
27-05-2021,Bandra_kurla_complex_mumbai,22.74,82.05,5.01,5.51,6.1,5.53,7.86,0,24.09
28-05-2021,Bandra_kurla_complex_mumbai,24.41,85.45,5.89,6.13,7.37,6.8,9.18,0,28.98
29-05-2021,Bandra_kurla_complex_mumbai,26.65,91.89,4.49,5.47,5.3,4.95,3.54,0.35,29.08
30-05-2021,Bandra_kurla_complex_mumbai,26.08,90.58,4.49,3.1,6.17,5.58,10.51,0.01,30.79
31-05-2021,Bandra_kurla_complex_mumbai,28.59,99.31,3.56,5.85,5.8,5.3,7.38,0.06,27.75
01-06-2021,Bandra_kurla_complex_mumbai,22.94,91.01,3.75,5.5,5.66,5.07,3.96,0,19.85
02-06-2021,Bandra_kurla_complex_mumbai,28.96,87.47,4.12,3.31,6.85,6.15,6.84,0,17.35
03-06-2021,Bandra_kurla_complex_mumbai,17.51,96.59,5.12,3.31,5.96,4.99,2.75,0,10.84
04-06-2021,Bandra_kurla_complex_mumbai,17.22,88.68,5.6,5.88,5.63,4.54,0.44,0,13.64
05-06-2021,Bandra_kurla_complex_mumbai,21.48,93.22,6.12,2.81,5.75,5.33,0.55,0.28,10.84
06-06-2021,Bandra_kurla_complex_mumbai,17.86,70.69,6.24,5.5,6.35,5.56,0.44,0.66,11.56
07-06-2021,Bandra_kurla_complex_mumbai,18.83,68.36,7.01,3.28,7.06,5.88,0.33,0.57,14.2
08-06-2021,Bandra_kurla_complex_mumbai,24.21,63.14,7.54,5.85,7,6.61,13.78,0.48,32.71
09-06-2021,Bandra_kurla_complex_mumbai,22.22,40.35,5.98,5.94,5.81,5.61,0.56,0.06,33.11
10-06-2021,Bandra_kurla_complex_mumbai,16.55,39.9,4.35,5.46,4.57,4.08,19.79,5.03,24.06
11-06-2021,Bandra_kurla_complex_mumbai,21.13,46.77,8.68,5.62,8.29,7.92,15.07,2.17,25.71
12-06-2021,Bandra_kurla_complex_mumbai,16.98,42.59,7.17,5.02,6.59,6.41,21.16,0.49625,21.07
13-06-2021,Bandra_kurla_complex_mumbai,19.82,69.49,4.92,6.02,5.04,4.21,15.32,0.49625,27.84
14-06-2021,Bandra_kurla_complex_mumbai,29.01,97.5,4.21,3.08,4.58,3.52,13.91,0.49625,29.25
15-06-2021,Bandra_kurla_complex_mumbai,26.44,73.06,5.57,3.36,6.35,5.36,5.62,0.49625,8.97
16-06-2021,Bandra_kurla_complex_mumbai,23.66,45.48,5.07,3.08,5.6,5.36,7.43,0.49625,9.18
17-06-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
18-06-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
19-06-2021,Bandra_kurla_complex_mumbai,23.2,64.88,9.88,5.92,9.46,15,6.87,0,22
20-06-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
21-06-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
22-06-2021,Bandra_kurla_complex_mumbai,29.3,143.92,5.34443038,5.702911392,7.279873418,7.376962025,4.9,0,15
23-06-2021,Bandra_kurla_complex_mumbai,27.89247059,87.78329412,5.34443038,5.702911392,7.279873418,7.376962025,8.392235294,0.49625,21.794
24-06-2021,Bandra_kurla_complex_mumbai,22.91,105.85,2.92,2.88,4.72,3.07,6.52,0.97,14.66
25-06-2021,Bandra_kurla_complex_mumbai,27.38,71.12,3.08,5.78,5,3.25,15.18,2,13.75
26-06-2021,Bandra_kurla_complex_mumbai,32.93,118.12,3.48,5.92,4.75,2.85,10.29,1.6,18.21
27-06-2021,Bandra_kurla_complex_mumbai,26.38,95.38,2.93,2.99,4.91,3.04,3.71,1.55,7.78
28-06-2021,Bandra_kurla_complex_mumbai,31.76,92.3,2.87,2.97,4.83,2.92,7.39,0.14,10.46
29-06-2021,Bandra_kurla_complex_mumbai,15.37,71.38,3.83,4.89,4.89,3.39,3.99,1.87,9.32
30-06-2021,Bandra_kurla_complex_mumbai,20.69,81.2,3.43,5.5,5.08,3.69,6,1.95,12.5
01-07-2021,Bandra_kurla_complex_mumbai,22.67,92.15,4.12,5.77,5.3,3.58,11.87,3.16,14.8
02-07-2021,Bandra_kurla_complex_mumbai,22.84,82.19,3.37,3,5.15,3.5,6.3,1.16,10.45
03-07-2021,Bandra_kurla_complex_mumbai,24.22,89.95,3.47,2.95,5.26,3.79,5.19,0.02,8.96
04-07-2021,Bandra_kurla_complex_mumbai,25.09,86.27,3.79,2.95,5.53,3.98,5.53,0.1,11.03
05-07-2021,Bandra_kurla_complex_mumbai,27.57,110.46,3.64,5.64,4.72,3.07,13.86,0.49,23.15
06-07-2021,Bandra_kurla_complex_mumbai,29.21,135.46,3.21,2.99,5.1,3.32,5.29,1.76,10.49
07-07-2021,Bandra_kurla_complex_mumbai,26.61,138.42,3.18,3.07,5.06,3.38,4.52,0.57,9.11
08-07-2021,Bandra_kurla_complex_mumbai,25.25,92.18,4.02,2.85,4.85,3.34,3.3,0.99,8.68
09-07-2021,Bandra_kurla_complex_mumbai,27.17,89.99,3.15,3.01,5.01,3.37,3.5,0.69,10.88
10-07-2021,Bandra_kurla_complex_mumbai,27.55,73.18,4.3,5.6,5.46,3.58,4.99,1.51,9.35
11-07-2021,Bandra_kurla_complex_mumbai,15.54,57.76,4.1,2.94,5.87,4.21,1.67,0.41,13.43
12-07-2021,Bandra_kurla_complex_mumbai,19.64,61.66,3.39,2.92,5.01,3.45,2.01,0.44,11.31
13-07-2021,Bandra_kurla_complex_mumbai,25.79,48.71,4.05,2.92,5.01,3.3,1.94,0.78,11.96
14-07-2021,Bandra_kurla_complex_mumbai,18.69,47.26,3.98,5.67,4.99,3.33,3.06,0.16,24.76
15-07-2021,Bandra_kurla_complex_mumbai,19.38,51.94,3.04,3.03,4.88,3.13,8.74,0.17,23.04
16-07-2021,Bandra_kurla_complex_mumbai,18.83,51.12,3.1,2.93,4.68,3.25,5.06,0.36,10.7
17-07-2021,Bandra_kurla_complex_mumbai,17.87,47.98,3.78,3.01,5.42,3.95,16.6,1.45,9.41
18-07-2021,Bandra_kurla_complex_mumbai,28.13,60.33,3.61,2.77,5.22,3.75,3.08,3.51,10.88
19-07-2021,Bandra_kurla_complex_mumbai,31.17,59.2,4.2,5.95,5.26,3.63,7.66,1.1,10.27
20-07-2021,Bandra_kurla_complex_mumbai,28.83,70.61,2.86,3.07,4.73,3.23,6.24,0.99,11.09
21-07-2021,Bandra_kurla_complex_mumbai,34.38,59.14,3.18,2.92,5,3.2,6.55,0.82,9
22-07-2021,Bandra_kurla_complex_mumbai,41.6,79.26,3.37,5.6,5.17,3.62,22.72,0.93,19.66
23-07-2021,Bandra_kurla_complex_mumbai,34.74,75.79,3.28,2.84,5.02,3.36,6.06,1.02,9.61
24-07-2021,Bandra_kurla_complex_mumbai,28.42,67.04,3.77,5.95,5.63,4.13,7.43,1.3,8.11
25-07-2021,Bandra_kurla_complex_mumbai,30.07,78.18,3.26,3.13,5.05,3.52,8.39,0.96,6.17
26-07-2021,Bandra_kurla_complex_mumbai,30.07,89.65,4.38,5.52,5.2,3.6,15.23,1.42,6.44
27-07-2021,Bandra_kurla_complex_mumbai,26.87,78.36,3.6,3.04,5.43,3.87,7.24,0.84,6.46
28-07-2021,Bandra_kurla_complex_mumbai,29.1,63.88,3.75,6.35,5.62,4.18,15.51,2.66,8.06
29-07-2021,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,3.896144578,3.811927711,5.252738095,3.850843373,12.38654762,0.865119048,6.839156627
30-07-2021,Bandra_kurla_complex_mumbai,24.06154762,61.80035714,3.896144578,3.811927711,5.252738095,3.850843373,12.38654762,0.865119048,6.839156627
31-07-2021,Bandra_kurla_complex_mumbai,27.99,81.98,3.896144578,3.811927711,0,3.850843373,3.76,0.28,5.18
01-08-2021,Bandra_kurla_complex_mumbai,27.3,83.17,5.69,4.11,6.72,5.97,15.29,0.39,11.79
02-08-2021,Bandra_kurla_complex_mumbai,25.09,80.47,4.72,3.72,6.25,4.9,16.67,0.6,10.61
03-08-2021,Bandra_kurla_complex_mumbai,23.64,66.84,3.99,3.24,5.69,4.36,5.68,0.56,4.87
04-08-2021,Bandra_kurla_complex_mumbai,27.73,82.12,4.52,5.5,5.25,3.75,18.55,0.6,9.97
05-08-2021,Bandra_kurla_complex_mumbai,28.5,94.3,4.38,5.67,5.23,3.76,21.45,0.39,10.05
06-08-2021,Bandra_kurla_complex_mumbai,22.57,76.59,4.06,3.16,5.66,4.44,8.29,0.38,4.18
07-08-2021,Bandra_kurla_complex_mumbai,16.65,74.72,3.49,2.86,4.93,3.63,8.05,0.2,8.03
08-08-2021,Bandra_kurla_complex_mumbai,17.47,62.29,3.82,2.78,5.24,4.07,17.16,0.1,3.55
09-08-2021,Bandra_kurla_complex_mumbai,31.82,60.62,4.06,3.07,5.83,4.41,7.65,0.04,2.03
10-08-2021,Bandra_kurla_complex_mumbai,16.61,60.02,3.38,2.95,4.87,3.72,6.46,0,2.87
11-08-2021,Bandra_kurla_complex_mumbai,16.64,50.27,3.5,3.45,4.98,3.16,5.68,0,3.39
12-08-2021,Bandra_kurla_complex_mumbai,16.12,110.05,4.25,5.35,4.97,3.47,23.28,0.63,6.11
13-08-2021,Bandra_kurla_complex_mumbai,39.33,58.78,3.9,4.89,5.89,4.3,9.9,0.91,3.13
14-08-2021,Bandra_kurla_complex_mumbai,16.6,67.67,3.23,3.06,4.81,3.47,9.67,0.68,3.06
